Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,35.98,13.98,7.15,13.83,104.36,87.95,8.09,32.17,535.58,1.1,89.19,,,,,,
,,,36.0,17.99,7.15,11.84,179.46,89.54,5.7,27.35,538.25,1.04,75.86,,,,,,
,,,36.02,18.16,6.1,13.03,163.73,74.33,6.54,39.93,536.66,1.02,92.86,,,,,,
,,,36.03,18.34,7.4,15.42,173.29,59.44,10.7,26.62,495.37,1.25,99.03,,,,,,
,,,36.05,23.73,6.92,12.35,179.84,75.63,5.31,34.97,695.72,0.94,78.26,,,,,,
,,,36.07,20.24,8.98,14.61,180.22,97.52,8.58,37.08,450.63,1.05,61.09,,,,,,
,,,36.08,16.79,7.89,11.75,168.64,89.04,6.5,33.74,499.06,0.97,95.39,,,,,,
,,,36.1,19.69,8.26,10.44,182.49,79.35,7.34,36.98,581.97,0.85,90.31,,,,,,
,,,36.12,21.14,5.37,11.44,152.92,97.36,8.16,36.49,375.23,1.09,74.6,,,,,,
,,,36.13,21.76,7.39,14.77,166.74,108.19,6.14,41.84,496.32,1.06,78.41,,,,,,
,,,36.15,17.79,8.0,13.7,138.47,93.3,8.34,41.93,488.95,1.05,102.2,,,,,,
,,,36.17,21.46,8.16,12.29,201.65,71.4,5.63,40.52,435.52,1.23,78.98,,,,,,
,,,36.18,15.83,8.64,11.38,151.91,83.11,5.78,29.41,467.44,1.19,78.13,,,,,,
,,,36.2,17.91,6.41,11.86,198.97,66.71,6.43,35.09,494.05,1.16,79.22,,,,,,
,,,36.22,19.36,7.79,11.48,174.62,95.26,6.64,40.36,471.5,0.97,118.26,,,,,,
,,,36.23,19.8,5.49,14.23,122.13,82.76,5.28,44.5,405.55,1.02,74.37,,,,,,
,,,36.25,16.41,6.49,15.49,198.61,102.19,7.02,38.48,536.13,0.94,107.27,,,,,,
,,,36.27,21.15,7.15,15.0,151.43,82.21,7.04,34.85,492.08,1.16,87.31,,,,,,
,,,36.28,18.95,8.02,12.89,164.82,81.96,7.23,30.63,585.51,0.99,74.6,,,,,,
,,,36.3,19.82,7.86,16.14,132.87,81.2,7.97,35.62,443.01,1.1,69.98,,,,,,
,,,36.32,16.32,7.15,18.82,177.61,68.53,6.75,36.58,550.72,0.98,104.24,,,,,,
,,,36.33,23.07,7.1,14.88,208.86,86.23,6.51,38.72,422.88,0.91,72.45,,,,,,
,,,36.35,18.34,6.16,10.82,142.49,88.23,6.26,37.71,575.35,0.97,96.19,,,,,,
,,,36.37,19.71,8.14,12.07,223.17,61.61,6.27,37.32,459.37,1.22,76.72,,,,,,
,,,36.38,21.55,5.07,11.71,141.01,63.57,9.19,34.96,593.43,1.11,71.74,,,,,,
,,,36.4,20.97,7.21,11.48,185.75,60.73,6.04,40.75,458.68,1.39,82.47,,,,,,
,,,36.42,23.76,7.5,12.71,166.99,67.64,6.28,44.87,444.05,0.81,57.17,,,,,,
,,,36.43,20.37,6.48,17.3,183.83,95.33,7.65,35.63,453.48,1.06,96.74,,,,,,
,,,36.45,16.47,7.01,13.77,131.85,75.57,9.17,28.21,536.35,1.13,67.47,,,,,,
,,,36.47,20.08,7.03,14.22,139.83,98.55,5.21,35.02,427.35,0.86,89.15,,,,,,
,,,36.48,19.51,7.52,11.63,166.64,100.82,8.38,38.81,536.04,1.0,60.1,,,,,,
,,,36.5,18.24,5.24,9.86,125.5,96.64,5.07,40.82,535.78,0.9,84.27,,,,,,
,,,36.52,17.4,8.12,11.43,165.53,73.84,8.07,34.15,399.06,0.98,75.69,,,,,,
,,,36.53,15.47,7.93,14.35,127.85,82.75,8.67,34.23,551.8,1.06,89.24,,,,,,
,,,36.55,17.2,5.39,10.81,206.21,89.46,8.23,38.46,490.67,1.1,68.48,,,,,,
,,,36.57,15.53,9.54,14.05,161.83,81.95,7.85,33.56,400.55,1.19,102.78,,,,,,
,,,36.58,15.77,7.35,12.85,152.7,70.89,6.41,36.53,516.75,1.18,62.11,,,,,,
,,,36.6,17.97,7.04,13.71,162.4,83.45,7.44,37.36,598.8,1.21,80.53,,,,,,
,,,36.62,17.05,6.51,11.14,201.12,99.97,4.22,38.22,580.19,1.07,78.97,,,,,,
,,,36.63,19.58,7.97,11.56,202.67,76.11,7.75,39.03,521.0,1.05,93.97,,,,,,
,,,36.65,20.37,7.91,15.01,186.05,77.59,7.57,39.74,686.76,1.0,49.58,,,,,,
,,,36.67,19.06,8.57,14.91,131.87,70.2,8.67,44.29,524.45,1.08,105.73,,,,,,
,,,36.68,18.48,9.56,14.08,155.71,62.46,7.19,41.35,363.66,1.06,69.48,,,,,,
,,,36.7,17.23,8.17,10.97,177.39,85.66,6.56,27.55,456.91,0.84,80.88,,,,,,
,,,36.72,17.82,8.02,13.22,164.54,88.25,8.2,33.91,482.48,0.94,73.24,,,,,,
,,,36.73,20.07,8.47,15.21,159.93,96.1,6.09,46.09,557.95,0.84,69.93,,,,,,
,,,36.75,22.83,7.68,12.49,160.66,66.64,5.89,32.09,421.43,1.0,85.93,,,,,,
,,,36.77,16.97,8.08,13.38,138.41,89.17,6.59,32.98,475.93,1.1,72.02,,,,,,
,,,36.78,19.74,8.59,17.92,99.17,96.56,6.59,29.05,456.96,0.99,73.22,,,,,,
,,,36.8,23.51,9.69,12.51,162.06,79.39,6.9,38.33,474.33,0.86,79.03,,,,,,
,,,36.82,20.7,6.96,17.6,190.14,95.41,5.85,47.09,479.3,1.18,67.83,,,,,,
,,,36.83,13.64,9.24,13.77,146.56,63.55,8.22,29.06,469.23,1.17,92.45,,,,,,
,,,36.85,22.05,8.63,15.91,117.4,101.04,5.73,29.11,449.94,1.11,72.59,,,,,,
,,,36.87,23.1,7.58,11.11,156.03,113.06,6.29,37.59,529.38,1.18,69.65,,,,,,
,,,36.88,23.26,8.03,12.1,163.85,84.21,5.96,32.07,561.15,1.19,98.22,,,,,,
,,,36.9,21.78,7.33,11.78,148.7,77.2,8.58,28.66,544.09,1.29,81.97,,,,,,
,,,36.92,23.0,6.9,15.63,179.49,77.86,5.76,38.4,544.18,1.11,103.11,,,,,,
,,,36.93,17.79,7.26,15.35,180.07,88.85,4.88,33.08,521.29,1.04,77.0,,,,,,
,,,36.95,18.7,9.55,13.33,217.49,73.67,7.34,40.13,491.12,0.8,62.39,,,,,,
,,,36.97,22.1,8.08,16.57,178.27,100.24,8.11,29.43,477.78,1.01,112.94,,,,,,
,,,36.98,24.18,7.82,15.48,170.43,68.46,7.76,38.94,582.79,1.18,76.25,,,,,,
,,,37.0,19.56,7.45,13.7,135.6,59.92,7.02,43.15,519.88,0.95,96.21,,,,,,
,,,37.02,20.93,7.32,17.74,152.48,84.65,8.59,30.42,495.05,1.03,83.78,,,,,,
,,,37.03,18.51,7.1,14.84,145.93,73.02,5.73,24.9,540.26,0.96,71.56,,,,,,
,,,37.05,21.0,8.93,9.76,173.69,86.25,6.8,36.9,487.68,1.04,77.07,,,,,,
,,,37.07,21.44,7.7,13.68,187.12,79.48,7.08,39.15,451.7,1.12,96.68,,,,,,
,,,37.08,21.53,9.1,14.59,141.26,71.61,6.85,38.37,638.83,1.18,77.16,,,,,,
,,,37.1,20.08,6.51,15.38,144.68,76.81,6.95,33.19,554.35,1.1,77.69,,,,,,
,,,37.12,20.29,6.59,11.7,132.79,89.98,7.9,32.99,456.4,1.29,87.32,,,,,,
,,,37.13,21.01,6.83,10.53,144.66,72.14,6.46,39.32,482.48,1.15,80.94,,,,,,
,,,37.15,20.97,8.39,11.94,136.35,85.99,6.04,38.42,527.17,1.13,72.53,,,,,,
,,,37.17,16.99,8.87,14.64,195.12,53.04,8.1,28.15,411.6,1.52,75.37,,,,,,
,,,37.18,21.16,8.58,11.18,189.71,64.5,7.23,32.86,547.75,1.06,88.6,,,,,,
,,,37.2,17.53,7.14,14.61,166.44,84.08,7.66,42.78,390.36,1.24,63.38,,,,,,
,,,37.22,16.95,8.81,10.24,165.98,96.68,5.14,32.47,652.28,1.0,78.76,,,,,,
,,,37.23,17.7,7.55,12.92,145.67,71.25,6.34,34.09,547.48,1.32,86.99,,,,,,
,,,37.25,21.16,8.5,14.14,173.76,80.14,7.9,31.26,436.85,1.01,83.37,,,,,,
,,,37.27,20.48,7.1,15.2,148.48,80.85,8.53,35.2,492.83,1.1,86.7,,,,,,
,,,37.28,17.36,9.38,14.91,131.32,77.05,8.88,37.93,495.64,1.08,110.28,,,,,,
,,,37.3,16.13,8.65,10.65,167.61,81.37,7.84,38.95,528.42,0.97,96.47,,,,,,
,,,37.32,22.83,8.31,10.51,165.02,75.22,7.77,31.91,493.6,0.9,79.04,,,,,,
,,,37.33,23.52,6.03,15.53,176.07,66.01,7.83,37.71,571.65,1.23,86.34,,,,,,
,,,37.35,19.56,7.82,10.36,169.84,79.0,7.28,34.69,475.44,1.26,83.1,,,,,,
,,,37.37,18.12,7.98,10.69,134.14,77.13,5.72,38.8,392.81,1.13,70.44,,,,,,
,,,37.38,19.56,11.13,14.1,165.4,61.22,7.27,45.98,551.13,0.96,85.01,,,,,,
,,,37.4,19.67,6.37,14.98,145.73,83.26,6.75,36.51,478.03,0.96,83.11,,,,,,
,,,37.42,21.95,7.78,15.92,160.91,68.74,8.25,37.4,451.52,1.3,91.72,,,,,,
,,,37.43,22.19,8.15,14.72,176.5,80.73,8.78,34.82,549.82,1.47,72.71,,,,,,
,,,37.45,21.49,6.3,11.64,126.4,89.08,6.23,34.25,445.43,0.98,78.09,,,,,,
,,,37.47,20.1,9.9,12.03,229.57,66.37,7.48,20.71,473.04,0.83,70.26,,,,,,
,,,37.48,18.97,11.37,14.83,170.4,60.41,6.87,39.72,449.23,1.16,95.08,,,,,,
,,,37.5,18.11,8.42,16.33,174.84,67.1,8.13,33.15,434.98,0.94,87.67,,,,,,
,,,37.52,20.19,5.98,18.52,136.11,64.76,6.2,35.39,504.23,1.16,79.78,,,,,,
,,,37.53,18.48,8.1,14.29,197.17,78.25,6.49,42.23,413.64,1.27,82.3,,,,,,
,,,37.55,24.87,8.67,18.2,198.11,75.75,6.07,32.69,524.67,1.21,89.67,,,,,,
,,,37.57,20.29,9.13,10.83,153.21,68.9,7.45,35.35,445.42,0.96,77.54,,,,,,
,,,37.58,14.09,7.9,10.27,179.5,78.45,8.02,35.7,622.02,1.05,98.38,,,,,,
,,,37.6,21.21,9.11,13.31,192.13,66.69,7.27,24.36,512.91,1.06,67.47,,,,,,
,,,37.62,19.47,11.24,13.31,182.03,97.82,7.67,58.58,477.39,1.11,91.8,,,,,,
,,,37.63,18.79,7.17,18.09,171.12,79.36,4.29,35.84,570.96,0.88,102.24,,,,,,
,,,37.65,17.72,9.73,16.53,171.45,94.22,7.07,40.91,540.12,1.08,59.37,,,,,,
,,,37.67,19.61,8.56,15.53,173.32,70.03,8.02,41.56,589.18,1.18,84.29,,,,,,
,,,37.68,19.83,7.68,13.5,158.2,102.62,6.4,43.31,645.22,1.24,97.86,,,,,,
,,,37.7,15.33,8.99,13.36,186.72,85.89,7.3,36.66,478.87,1.08,76.13,,,,,,
,,,37.72,21.6,9.26,18.58,160.26,103.09,6.63,27.57,568.71,1.04,67.49,,,,,,
,,,37.73,18.3,7.9,12.18,180.9,80.63,7.62,33.22,572.94,1.3,86.55,,,,,,
,,,37.75,18.6,7.89,15.38,139.41,93.89,7.15,44.34,626.89,1.14,93.26,,,,,,
,,,37.77,15.91,8.72,14.18,167.65,77.61,7.17,51.01,579.97,1.22,69.92,,,,,,
,,,37.78,19.55,8.08,14.1,168.75,106.13,5.31,42.48,413.33,1.26,83.67,,,,,,
,,,37.8,23.16,7.35,14.22,167.55,97.06,7.94,31.86,492.88,0.96,95.39,,,,,,
,,,37.82,20.38,9.05,12.49,162.7,81.55,5.16,40.56,515.76,1.16,67.44,,,,,,
,,,37.83,20.75,9.91,16.39,188.82,71.73,6.84,39.22,455.05,1.22,89.24,,,,,,
,,,37.85,20.58,9.49,16.33,178.15,65.0,7.91,29.48,397.32,1.2,101.73,,,,,,
,,,37.87,17.95,9.45,17.72,169.62,96.39,8.34,38.84,499.41,1.02,102.1,,,,,,
,,,37.88,20.78,7.49,14.78,171.18,78.76,6.5,27.78,639.01,0.64,93.84,,,,,,
,,,37.9,16.6,8.45,15.07,128.5,78.93,6.82,34.78,473.15,1.01,82.58,,,,,,
,,,37.92,19.4,6.99,15.75,160.61,83.64,8.47,51.13,563.99,1.14,91.54,,,,,,
,,,37.93,18.15,8.04,13.45,119.45,56.93,7.82,37.28,568.71,1.38,86.51,,,,,,
,,,37.95,22.52,8.32,16.19,172.09,80.52,7.75,36.16,453.02,1.13,65.02,,,,,,
,,,37.97,17.92,6.49,14.98,149.8,88.39,7.94,37.85,512.45,0.97,87.5,,,,,,
,,,37.98,22.93,6.25,18.02,216.35,80.48,6.07,39.04,463.62,0.98,68.63,,,,,,
,,,38.0,21.93,7.97,15.96,142.75,68.39,7.81,36.09,682.09,1.16,85.52,,,,,,
,,,38.02,18.45,6.68,14.9,174.12,89.8,8.32,38.62,464.78,1.04,78.72,,,,,,
,,,38.03,20.08,8.7,13.1,206.64,83.27,7.04,32.3,567.65,1.23,68.37,,,,,,
,,,38.05,21.46,7.57,13.45,161.2,102.23,7.65,40.55,419.97,1.11,85.88,,,,,,
,,,38.07,15.87,9.09,15.42,212.74,88.18,5.86,35.5,362.38,1.15,82.36,,,,,,
,,,38.08,14.7,6.6,15.32,176.87,109.47,5.78,40.03,440.17,1.27,93.02,,,,,,
,,,38.1,18.08,6.48,17.89,168.64,98.56,7.85,36.56,581.03,1.26,65.91,,,,,,
,,,38.12,21.16,6.05,14.0,176.83,79.46,8.33,32.71,577.18,0.95,68.38,,,,,,
,,,38.13,21.01,8.04,15.75,159.53,90.95,8.05,42.23,498.36,0.99,74.82,,,,,,
,,,38.15,19.1,6.58,19.45,146.97,51.83,7.69,39.11,717.08,1.38,72.13,,,,,,
,,,38.17,16.41,7.37,17.27,112.81,74.97,8.76,24.91,640.6,1.09,66.9,,,,,,
,,,38.18,16.72,7.2,16.84,173.39,63.13,8.46,32.15,581.32,1.05,76.92,,,,,,
,,,38.2,18.47,9.3,19.01,161.21,73.93,6.9,37.68,510.9,1.11,68.11,,,,,,
,,,38.22,18.08,7.45,15.91,165.04,102.32,6.96,32.93,436.67,0.87,74.18,,,,,,
,,,38.23,19.22,8.71,17.1,158.86,85.76,9.04,31.86,464.17,1.24,79.83,,,,,,
,,,38.25,20.49,7.76,14.49,155.33,97.58,8.91,44.1,520.29,1.06,97.17,,,,,,
,,,38.27,19.14,8.19,16.56,170.42,87.19,6.03,33.9,502.01,1.43,94.47,,,,,,
,,,38.28,18.81,8.86,14.72,183.82,67.27,7.46,44.15,448.32,1.33,77.02,,,,,,
,,,38.3,19.36,10.92,17.65,162.25,88.3,7.69,31.87,420.23,1.01,97.36,,,,,,
,,,38.32,20.62,9.87,13.19,117.54,86.53,5.68,41.33,507.07,1.32,63.22,,,,,,
,,,38.33,22.56,8.99,17.17,150.78,81.09,8.2,31.98,469.24,1.02,94.76,,,,,,
,,,38.35,13.8,9.48,14.9,170.59,83.96,8.26,38.65,538.1,1.0,71.26,,,,,,
,,,38.37,16.89,7.19,12.65,120.89,84.56,7.37,39.84,605.27,0.99,110.0,,,,,,
,,,38.38,17.51,8.87,17.6,140.38,72.86,6.85,44.55,561.87,0.85,103.27,,,,,,
,,,38.4,19.89,7.2,12.09,144.95,67.05,7.43,40.15,704.17,1.16,96.58,,,,,,
,,,38.42,17.49,9.26,12.55,174.55,86.66,7.54,30.67,526.83,1.26,87.73,,,,,,
,,,38.43,21.36,8.74,17.8,202.47,79.24,7.73,45.78,416.49,1.16,81.15,,,,,,
,,,38.45,15.66,7.99,19.1,153.85,73.49,6.21,30.46,478.19,1.11,79.25,,,,,,
,,,38.47,16.11,8.3,13.45,144.99,89.6,5.79,35.93,534.67,1.09,89.48,,,,,,
,,,38.48,18.23,7.78,15.41,198.59,58.33,6.4,36.72,589.18,0.93,78.95,,,,,,
,,,38.5,22.3,9.06,12.85,136.94,84.33,7.16,34.36,571.85,0.95,87.94,,,,,,
,,,38.52,23.03,7.94,14.31,168.94,68.45,7.43,35.09,453.55,1.31,63.14,,,,,,
,,,38.53,24.62,9.25,16.15,147.81,71.86,6.54,38.11,625.93,1.46,79.25,,,,,,
,,,38.55,20.33,9.1,15.72,192.27,70.44,6.84,37.3,499.48,1.09,86.64,,,,,,
,,,38.57,15.12,9.75,14.43,196.78,106.72,8.32,47.26,675.24,1.28,87.66,,,,,,
,,,38.58,16.91,7.25,17.43,153.32,93.36,8.47,33.06,395.31,1.11,83.57,,,,,,
,,,38.6,13.59,6.62,16.0,153.28,98.34,7.81,35.08,533.24,1.2,96.74,,,,,,
,,,38.62,20.59,8.46,18.63,156.8,71.54,6.99,30.82,662.54,1.23,84.32,,,,,,
,,,38.63,15.4,9.17,13.25,167.03,103.54,7.6,33.63,400.51,1.04,79.46,,,,,,
,,,38.65,20.26,9.27,15.68,191.5,77.13,5.81,31.51,650.56,1.22,101.22,,,,,,
,,,38.67,17.58,9.75,14.35,150.97,94.73,6.44,37.2,405.56,1.53,87.66,,,,,,
,,,38.68,18.6,8.8,11.94,165.89,89.53,6.43,44.99,469.69,1.36,91.06,,,,,,
,,,38.7,19.95,9.49,12.99,143.45,69.54,7.84,43.63,542.72,1.23,99.67,,,,,,
,,,38.72,16.91,7.24,18.29,172.19,60.61,5.69,38.59,464.07,1.37,85.49,,,,,,
,,,38.73,15.06,9.86,16.66,154.19,85.86,5.63,31.79,587.81,0.92,86.87,,,,,,
,,,38.75,15.17,7.58,16.04,159.26,81.86,6.86,56.28,512.83,0.94,78.17,,,,,,
,,,38.77,20.47,10.38,18.67,207.4,60.84,5.77,38.51,460.29,0.96,70.89,,,,,,
,,,38.78,18.29,6.85,17.18,169.69,81.61,6.69,44.6,430.67,1.09,86.15,,,,,,
,,,38.8,19.33,9.15,16.82,174.36,87.74,6.38,42.25,628.88,1.0,90.64,,,,,,
,,,38.82,17.91,8.85,17.36,162.6,71.44,7.94,49.13,612.42,1.12,67.3,,,,,,
,,,38.83,23.86,9.87,13.26,112.07,88.32,6.53,27.58,528.24,1.36,72.6,,,,,,
,,,38.85,18.31,7.67,14.46,164.7,84.23,5.49,45.82,447.06,0.93,84.45,,,,,,
,,,38.87,16.59,7.45,14.89,169.68,87.27,8.71,30.53,414.85,1.15,96.21,,,,,,
,,,38.88,18.06,10.79,12.74,165.49,89.46,5.43,28.62,490.75,1.08,79.01,,,,,,
,,,38.9,16.45,8.2,19.31,170.27,98.85,8.37,26.27,561.54,1.14,85.83,,,,,,
,,,38.92,20.83,8.33,12.91,176.96,91.21,6.2,35.43,566.69,1.2,77.51,,,,,,
,,,38.93,22.79,11.06,16.94,152.82,77.82,6.0,43.39,487.28,1.19,73.37,,,,,,
,,,38.95,19.37,8.1,16.17,164.63,52.13,7.66,38.8,495.96,1.06,56.05,,,,,,
,,,38.97,18.97,8.85,12.96,136.94,85.99,6.83,41.61,462.84,1.22,63.94,,,,,,
,,,38.98,18.78,9.32,17.44,170.18,70.9,6.02,33.65,574.26,1.2,71.97,,,,,,
,,,39.0,12.93,9.69,13.35,170.48,81.53,7.64,45.09,464.87,1.42,98.4,,,,,,
,,,39.02,17.64,8.35,15.1,125.81,98.2,6.43,54.65,555.79,0.95,81.21,,,,,,
,,,39.03,19.28,10.0,14.96,149.94,68.47,6.5,37.7,588.93,1.21,93.02,,,,,,
,,,39.05,14.48,5.18,15.5,141.1,85.04,7.98,32.5,526.5,0.97,95.56,,,,,,
,,,39.07,14.73,8.27,16.47,176.51,74.68,7.08,34.08,483.81,1.28,110.27,,,,,,
,,,39.08,17.34,7.7,14.66,171.05,90.37,7.27,41.89,647.93,1.13,87.4,,,,,,
,,,39.1,15.91,8.61,12.91,187.44,65.16,6.73,41.07,545.92,1.01,86.82,,,,,,
,,,39.12,24.0,8.89,18.31,179.12,72.29,7.34,40.49,537.44,1.36,89.96,,,,,,
,,,39.13,21.48,8.14,14.94,188.13,78.26,5.22,32.91,537.62,0.92,77.32,,,,,,
,,,39.15,17.51,8.72,17.2,192.85,68.5,7.28,31.89,405.3,1.06,77.48,,,,,,
,,,39.17,16.6,9.98,16.56,174.51,70.57,9.25,41.3,445.53,1.03,80.79,,,,,,
,,,39.18,12.0,9.63,16.67,169.27,92.96,7.12,47.62,558.32,1.1,63.6,,,,,,
,,,39.2,20.26,9.66,14.43,150.3,64.01,6.79,37.51,562.54,1.68,74.68,,,,,,
,,,39.22,20.24,7.43,17.39,167.55,82.94,6.71,43.37,494.44,1.2,83.63,,,,,,
,,,39.23,21.95,10.51,16.34,153.6,73.0,7.61,46.88,472.05,1.08,73.82,,,,,,
,,,39.25,25.26,7.04,14.42,177.95,62.42,9.94,26.25,444.4,0.98,87.76,,,,,,
,,,39.27,18.55,9.77,17.93,108.26,75.99,7.6,39.05,288.05,1.18,76.31,,,,,,
,,,39.28,17.24,8.59,18.11,141.0,81.34,8.62,29.01,528.86,1.09,78.22,,,,,,
,,,39.3,16.4,8.57,12.34,167.3,78.96,6.04,47.95,549.57,1.58,105.87,,,,,,
,,,39.32,17.1,8.28,15.13,141.31,95.01,5.68,35.5,488.56,1.05,75.17,,,,,,
,,,39.33,21.35,8.62,16.03,155.12,94.93,6.93,34.06,629.31,0.94,86.71,,,,,,
,,,39.35,23.36,9.29,15.66,164.5,83.65,8.62,39.82,532.37,1.68,79.32,,,,,,
,,,39.37,17.82,7.48,15.75,177.11,98.18,7.07,32.52,596.42,1.44,89.5,,,,,,
,,,39.38,19.27,8.55,14.71,114.27,80.49,6.11,29.56,699.32,1.28,91.78,,,,,,
,,,39.4,23.78,7.86,18.92,146.43,74.85,7.2,35.85,497.18,1.01,76.65,,,,,,
,,,39.42,17.73,9.18,19.09,161.58,81.96,7.32,37.95,580.3,1.32,88.29,,,,,,
,,,39.43,22.55,10.85,16.6,155.63,76.12,5.19,28.84,590.53,1.06,100.47,,,,,,
,,,39.45,15.92,7.54,19.37,173.34,80.67,7.18,34.95,547.5,1.1,78.99,,,,,,
,,,39.47,23.81,10.42,16.68,186.46,73.25,4.83,41.29,506.02,1.63,68.66,,,,,,
,,,39.48,11.53,10.92,16.32,172.3,68.94,7.77,42.33,573.63,1.28,93.2,,,,,,
,,,39.5,16.12,9.44,13.58,155.62,77.64,8.52,24.52,491.08,1.4,76.02,,,,,,
,,,39.52,18.7,7.42,16.5,147.38,78.08,5.95,43.85,543.18,1.15,97.3,,,,,,
,,,39.53,19.78,9.05,14.24,167.59,69.0,4.19,40.94,649.32,1.2,85.68,,,,,,
,,,39.55,21.8,10.44,14.67,153.34,88.56,6.94,38.91,372.66,1.1,100.97,,,,,,
,,,39.57,16.55,10.35,16.97,183.59,74.64,8.91,47.97,403.16,1.23,66.24,,,,,,
,,,39.58,18.01,8.69,15.16,166.02,73.86,7.6,32.65,576.32,1.16,92.09,,,,,,
,,,39.6,18.17,8.93,17.53,163.28,102.01,8.03,39.55,614.17,1.09,74.22,,,,,,
,,,39.62,16.18,8.56,20.34,160.47,79.69,7.44,28.41,519.84,1.06,70.77,,,,,,
,,,39.63,14.78,9.93,17.0,221.93,99.12,7.94,42.81,491.12,1.34,95.44,,,,,,
,,,39.65,18.62,10.09,16.62,172.81,82.96,7.46,48.43,465.39,1.36,104.85,,,,,,
,,,39.67,18.15,7.08,16.52,130.92,84.09,5.61,38.32,654.05,1.17,103.66,,,,,,
,,,39.68,17.96,8.94,13.59,160.03,82.33,8.7,37.46,594.14,1.28,86.3,,,,,,
,,,39.7,17.46,10.99,15.23,185.07,89.78,6.54,33.03,506.82,1.14,70.16,,,,,,
,,,39.72,15.4,9.81,19.68,146.08,66.24,7.5,35.82,547.64,1.19,96.7,,,,,,
,,,39.73,21.34,8.16,17.83,184.96,82.72,5.64,38.37,666.82,1.08,81.5,,,,,,
,,,39.75,16.88,9.96,14.11,162.83,89.22,7.75,37.93,482.43,1.6,94.3,,,,,,
,,,39.77,20.23,7.22,18.44,149.87,109.64,5.37,44.34,455.25,1.33,82.58,,,,,,
,,,39.78,19.32,7.59,12.69,143.33,74.65,7.81,44.42,531.62,0.94,110.8,,,,,,
,,,39.8,18.72,9.3,14.79,180.51,85.52,6.64,36.28,426.12,1.28,100.88,,,,,,
,,,39.82,22.44,10.64,16.81,211.05,81.01,6.64,35.44,564.18,1.11,57.17,,,,,,
,,,39.83,18.75,9.91,16.21,177.89,77.72,7.32,36.86,675.99,1.07,84.59,,,,,,
,,,39.85,18.87,10.01,20.23,200.13,74.16,8.52,35.83,698.73,1.31,70.45,,,,,,
,,,39.87,23.26,9.91,18.46,169.32,67.87,6.52,40.22,422.02,1.17,94.16,,,,,,
,,,39.88,20.46,9.48,18.59,151.16,62.76,7.41,34.85,593.23,1.21,55.84,,,,,,
,,,39.9,20.16,7.27,18.79,146.05,87.91,6.68,32.15,598.73,1.13,87.68,,,,,,
,,,39.92,18.88,9.31,14.87,151.35,75.7,7.69,44.3,452.96,1.25,80.2,,,,,,
,,,39.93,17.01,10.77,18.14,171.54,126.26,5.73,27.91,580.51,1.36,103.19,,,,,,
,,,39.95,22.56,10.72,17.59,179.34,82.03,9.89,37.47,469.93,1.31,76.25,,,,,,
,,,39.97,16.73,9.4,18.7,156.12,87.59,7.16,33.49,500.43,1.47,94.38,,,,,,
,,,39.98,17.66,9.1,15.01,131.26,79.94,7.46,37.23,372.86,1.24,85.82,,,,,,
,,,40.0,12.77,8.79,17.84,222.65,72.62,6.17,37.13,594.43,1.39,79.14,,,,,,
,,,40.02,16.52,8.94,18.09,147.8,89.91,5.85,39.27,429.67,1.28,83.0,,,,,,
,,,40.03,17.31,9.12,15.57,157.24,95.27,7.91,33.93,320.73,1.03,98.07,,,,,,
,,,40.05,19.4,11.88,19.29,149.47,92.59,8.57,30.06,720.95,1.63,109.05,,,,,,
,,,40.07,18.2,11.26,18.2,169.12,64.02,8.33,33.49,566.9,1.22,109.88,,,,,,
,,,40.08,17.09,9.8,11.74,188.1,90.27,6.72,34.54,372.48,1.24,84.89,,,,,,
,,,40.1,14.46,8.17,18.05,195.43,58.84,7.33,39.6,580.7,1.58,71.8,,,,,,
,,,40.12,12.72,9.77,14.94,172.65,73.25,9.6,35.16,471.73,1.34,79.51,,,,,,
,,,40.13,16.62,7.25,19.98,150.13,71.47,7.97,47.81,531.15,1.01,87.31,,,,,,
,,,40.15,22.72,10.11,15.81,166.49,81.9,5.77,42.45,499.42,1.09,87.39,,,,,,
,,,40.17,20.5,8.06,16.46,162.95,93.89,6.91,38.27,434.4,1.33,99.7,,,,,,
,,,40.18,24.07,9.31,19.38,169.8,74.25,7.75,37.3,654.83,1.16,85.73,,,,,,
,,,40.2,15.01,7.78,14.92,167.17,100.06,6.95,30.48,554.27,1.45,92.12,,,,,,
,,,40.22,14.31,8.74,15.32,187.18,85.6,6.83,41.85,468.72,1.3,106.8,,,,,,
,,,40.23,21.34,9.27,21.67,151.44,79.14,8.72,38.19,486.9,1.42,70.52,,,,,,
,,,40.25,14.27,8.66,18.46,191.63,68.73,6.17,30.87,582.46,1.19,104.61,,,,,,
,,,40.27,18.26,11.57,18.84,184.58,82.03,8.22,47.71,403.29,1.06,100.04,,,,,,
,,,40.28,23.52,9.68,17.52,174.67,91.99,5.11,27.04,450.71,1.45,88.52,,,,,,
,,,40.3,19.68,10.91,14.48,143.17,77.24,6.97,26.35,423.55,1.23,104.39,,,,,,
