Time (h),OD 600,Product (kg),Time (h),DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h),Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,40.77,20.76,9.77,17.7,167.9,84.25,6.81,37,519.42,1.3,86.78,,,,,,
,,,40.78,18.79,9.77,17.7,167.93,84.25,6.55,37,519.58,1.3,86.78,,,,,,
,,,40.8,20.41,9.77,17.7,167.95,84.25,7.12,37.01,519.34,1.3,86.78,,,,,,
,,,40.82,20.45,9.82,17.8,167.98,84.25,6.4,37,519.55,1.3,86.78,,,,,,
,,,40.83,18.55,9.82,17.8,168,84.35,7.01,36.99,520.29,1.3,86.88,,,,,,
,,,40.85,20.29,9.82,17.8,168.03,84.35,6.5,36.99,519.72,1.3,86.88,,,,,,
,,,40.87,21.53,9.82,17.8,168.05,84.35,6.55,37,519.38,1.3,86.88,,,,,,
,,,40.88,20.9,9.82,17.8,168.08,84.35,6.35,37,519.67,1.3,86.88,,,,,,
,,,40.9,20.64,9.83,17.81,168.1,84.35,6.79,36.99,519.43,1.3,86.88,,,,,,
,,,40.92,21.4,9.87,17.9,168.13,84.36,7.2,37.01,519.78,1.31,86.89,,,,,,
,,,40.93,19.86,9.87,17.9,168.15,84.46,6.79,37.02,520.21,1.31,86.99,,,,,,
,,,40.95,21.89,9.87,17.9,168.18,84.46,6.43,37,520.09,1.31,86.99,,,,,,
,,,40.97,20.77,9.87,17.9,168.2,84.46,7.66,36.99,520.06,1.31,86.99,,,,,,
,,,40.98,22.29,9.87,17.9,168.23,84.46,7.37,37,519.61,1.31,86.99,,,,,,
,,,41,22.11,9.89,17.93,168.25,84.46,6.93,37,519.97,1.31,86.99,,,,,,
,,,41.02,19.9,9.92,18,168.28,84.49,7.08,36.99,519.84,1.31,87.02,,,,,,
,,,41.03,18.7,9.92,18,168.3,84.56,6.9,37.01,520.11,1.31,87.1,,,,,,
,,,41.05,20.71,9.92,18,168.33,84.56,6.74,37.02,519.84,1.31,87.1,,,,,,
,,,41.07,22.15,9.92,18,168.35,84.56,6.91,37.01,519.63,1.31,87.1,,,,,,
,,,41.08,19.65,9.92,18,168.38,84.56,7.41,36.99,519.74,1.32,87.1,,,,,,
,,,41.1,20.16,9.95,18.05,168.4,84.57,6.72,37,519.54,1.32,87.11,,,,,,
,,,41.12,21.18,9.97,18.1,168.43,84.62,7.19,37.01,519.89,1.32,87.16,,,,,,
,,,41.13,20.44,9.97,18.1,168.45,84.67,6.61,37,519.46,1.32,87.21,,,,,,
,,,41.15,19.7,9.97,18.1,168.48,84.67,6.43,36.99,520.1,1.32,87.21,,,,,,
,,,41.17,21.01,9.97,18.1,168.5,84.67,7.08,37,519.89,1.32,87.21,,,,,,
,,,41.18,21.67,9.97,18.1,168.53,84.67,6.73,36.99,520.17,1.32,87.21,,,,,,
,,,41.2,21.4,10.01,18.18,168.55,84.67,6.47,37,519.43,1.32,87.21,,,,,,
,,,41.22,20.09,10.02,18.2,168.58,84.75,6.66,37,519.91,1.32,87.29,,,,,,
,,,41.23,20.31,10.02,18.2,168.6,84.77,7.04,37,520.27,1.32,87.31,,,,,,
,,,41.25,19.91,10.02,18.2,168.63,84.77,6.79,37,519.59,1.32,87.31,,,,,,
,,,41.27,19.03,10.02,18.2,168.65,84.77,6.82,37,520.28,1.33,87.31,,,,,,
,,,41.28,20.55,10.03,18.21,168.68,84.78,6.71,37,519.86,1.33,87.32,,,,,,
,,,41.3,21.03,10.07,18.3,168.7,84.78,6.13,37,519.39,1.33,87.32,,,,,,
,,,41.32,22.07,10.07,18.3,168.73,84.88,6.79,37,519.97,1.33,87.43,,,,,,
,,,41.33,20.73,10.07,18.3,168.75,84.88,7.13,37.01,519.55,1.33,87.43,,,,,,
,,,41.35,19.46,10.07,18.3,168.78,84.88,6.93,36.99,519.77,1.33,87.43,,,,,,
,,,41.37,19.48,10.07,18.3,168.8,84.88,7.44,36.98,519.36,1.33,87.43,,,,,,
,,,41.38,19.51,10.09,18.33,168.83,84.88,7.02,36.99,520.26,1.33,87.43,,,,,,
,,,41.4,19.57,10.12,18.4,168.85,84.91,6.74,37,519.53,1.33,87.46,,,,,,
,,,41.42,20.86,10.12,18.4,168.88,84.98,7.1,37,520.16,1.33,87.53,,,,,,
,,,41.43,19.71,10.12,18.4,168.9,84.98,6.68,36.99,519.83,1.34,87.53,,,,,,
,,,41.45,19.84,10.12,18.4,168.93,84.99,7.34,37.01,519.49,1.34,87.54,,,,,,
,,,41.47,20.54,10.12,18.4,168.95,84.99,6.28,37.02,519.44,1.34,87.54,,,,,,
,,,41.48,18.79,10.15,18.46,168.98,84.99,6.63,37.01,520.23,1.34,87.54,,,,,,
,,,41.5,20.17,10.17,18.5,169,85.04,6.83,37,519.85,1.34,87.59,,,,,,
,,,41.52,19.98,10.17,18.5,169.03,85.09,6.95,37,520.16,1.34,87.64,,,,,,
,,,41.53,17.85,10.17,18.5,169.05,85.09,6.89,37,520.16,1.34,87.64,,,,,,
,,,41.55,17.58,10.17,18.5,169.08,85.09,7.15,37,519.34,1.34,87.64,,,,,,
,,,41.57,18.96,10.17,18.5,169.1,85.09,6.79,37.01,520,1.34,87.64,,,,,,
,,,41.58,18.46,10.22,18.59,169.13,85.09,7.55,37.01,519.93,1.34,87.64,,,,,,
,,,41.6,18.28,10.22,18.6,169.15,85.18,7.09,37,520.11,1.35,87.74,,,,,,
,,,41.62,18.85,10.22,18.6,169.18,85.2,7.21,37.01,520.25,1.35,87.76,,,,,,
,,,41.63,17.58,10.22,18.6,169.2,85.2,6.75,37.01,519.82,1.35,87.76,,,,,,
,,,41.65,19.01,10.22,18.6,169.23,85.2,6.57,36.99,519.52,1.35,87.76,,,,,,
,,,41.67,17.24,10.23,18.62,169.25,85.2,6.6,36.99,519.86,1.35,87.76,,,,,,
,,,41.68,17.94,10.27,18.7,169.28,85.22,6.69,36.99,519.99,1.35,87.78,,,,,,
,,,41.7,17.5,10.27,18.7,169.3,85.3,7.31,37,520.06,1.35,87.86,,,,,,
,,,41.72,18.43,10.27,18.7,169.33,85.3,7.45,37.01,519.49,1.35,87.86,,,,,,
,,,41.73,18.8,10.27,18.7,169.35,85.3,7.5,37,520.07,1.35,87.86,,,,,,
,,,41.75,18.71,10.27,18.7,169.38,85.3,6.84,37,519.69,1.35,87.86,,,,,,
,,,41.77,19.44,10.3,18.76,169.4,85.3,6.87,37,520.23,1.36,87.86,,,,,,
,,,41.78,19.39,10.32,18.8,169.43,85.36,7.12,37,520.26,1.36,87.92,,,,,,
,,,41.8,18.08,10.32,18.8,169.45,85.41,6.87,37,520.09,1.36,87.97,,,,,,
,,,41.82,19.7,10.32,18.8,169.48,85.41,7.18,37,519.88,1.36,87.97,,,,,,
,,,41.83,19.48,10.32,18.8,169.5,85.41,6.92,37.01,519.94,1.36,87.97,,,,,,
,,,41.85,19.16,10.32,18.8,169.53,85.41,6.25,37.01,520.32,1.36,87.97,,,,,,
,,,41.87,18.93,10.37,18.89,169.55,85.41,7.9,37,519.72,1.36,87.97,,,,,,
,,,41.88,19.5,10.37,18.9,169.58,85.5,6.97,37,519.62,1.36,88.07,,,,,,
,,,41.9,18.7,10.37,18.9,169.6,85.51,7.08,37,520.03,1.36,88.08,,,,,,
,,,41.92,19.56,10.37,18.9,169.63,85.51,7.02,37,519.8,1.36,88.08,,,,,,
,,,41.93,18.29,10.37,18.9,169.65,85.51,7.01,37,519.72,1.37,88.08,,,,,,
,,,41.95,18.95,10.39,18.94,169.68,85.52,7.02,37,520.13,1.37,88.09,,,,,,
,,,41.97,18.96,10.42,19,169.7,85.55,6.62,36.99,519.47,1.37,88.12,,,,,,
,,,41.98,18.28,10.42,19,169.73,85.62,7,37.01,519.83,1.37,88.19,,,,,,
,,,42,18.21,10.42,19,169.75,85.62,6.21,37.01,520,1.37,88.19,,,,,,
,,,42.02,18.63,10.42,19,169.78,85.62,6.96,37,520.09,1.37,88.19,,,,,,
,,,42.03,19.07,10.42,19,169.8,85.62,7.18,37,519.62,1.37,88.19,,,,,,
,,,42.05,19.96,10.47,19.09,169.83,85.62,7.22,37,519.92,1.37,88.19,,,,,,
,,,42.07,19.5,10.47,19.1,169.85,85.71,6.63,37,519.65,1.37,88.28,,,,,,
,,,42.08,18.54,10.47,19.1,169.88,85.72,6.84,37,520.04,1.37,88.29,,,,,,
,,,42.1,19.99,10.47,19.1,169.9,85.72,7.72,36.99,519.99,1.38,88.29,,,,,,
,,,42.12,20.24,10.47,19.1,169.93,85.73,6.82,36.99,520.16,1.38,88.3,,,,,,
,,,42.13,20.52,10.49,19.14,169.95,85.73,7.45,37,519.54,1.38,88.3,,,,,,
,,,42.15,20.45,10.52,19.2,169.98,85.76,7.54,36.99,520.01,1.38,88.33,,,,,,
,,,42.17,19.91,10.52,19.2,170,85.83,7.12,36.99,520.11,1.38,88.4,,,,,,
,,,42.18,18.92,10.52,19.2,170.03,85.83,7.19,37,519.33,1.38,88.4,,,,,,
,,,42.2,20.37,10.52,19.2,170.05,85.83,6.76,37,519.73,1.38,88.4,,,,,,
,,,42.22,19.73,10.52,19.2,170.08,85.83,7.36,37,519.73,1.38,88.4,,,,,,
,,,42.23,20.59,10.56,19.28,170.1,85.83,7.13,37,520.17,1.38,88.4,,,,,,
,,,42.25,19.26,10.57,19.3,170.13,85.91,6.89,37,520,1.39,88.49,,,,,,
,,,42.27,18.66,10.57,19.3,170.15,85.94,6.97,37.03,519.5,1.39,88.52,,,,,,
,,,42.28,19.63,10.57,19.3,170.18,85.94,7.36,37.02,519.72,1.39,88.52,,,,,,
,,,42.3,19.89,10.57,19.3,170.2,85.94,6.93,37,520.09,1.39,88.52,,,,,,
,,,42.32,19.85,10.59,19.34,170.23,85.94,7.12,36.99,520.01,1.39,88.52,,,,,,
,,,42.33,20.28,10.62,19.4,170.25,85.97,6.74,36.99,519.38,1.39,88.55,,,,,,
,,,42.35,20.45,10.62,19.4,170.28,86.04,7.59,37,519.66,1.39,88.62,,,,,,
,,,42.37,18.69,10.62,19.4,170.3,86.04,7.05,36.99,519.32,1.39,88.62,,,,,,
,,,42.38,20.05,10.62,19.4,170.33,86.04,7.49,37,519.53,1.39,88.62,,,,,,
,,,42.4,19.17,10.62,19.4,170.35,86.04,7.46,37.01,519.63,1.39,88.62,,,,,,
,,,42.42,19.64,10.67,19.49,170.38,86.04,7.58,37.01,519.36,1.4,88.62,,,,,,
,,,42.43,18.38,10.67,19.5,170.4,86.13,7.29,36.99,519.58,1.4,88.71,,,,,,
,,,42.45,18.35,10.67,19.5,170.43,86.15,7.03,36.99,520.08,1.4,88.73,,,,,,
,,,42.47,19.03,10.67,19.5,170.45,86.15,6.76,37,520.17,1.4,88.73,,,,,,
,,,42.48,19.93,10.67,19.5,170.48,86.15,6.49,37.01,519.58,1.4,88.73,,,,,,
,,,42.5,18.27,10.69,19.53,170.5,86.15,7.32,37,519.63,1.4,88.73,,,,,,
,,,42.52,18.65,10.72,19.6,170.53,86.18,6.4,37,519.81,1.4,88.77,,,,,,
,,,42.53,17.88,10.72,19.6,170.55,86.25,6.7,37,519.5,1.4,88.84,,,,,,
,,,42.55,16.92,10.72,19.6,170.58,86.25,6.37,37.01,519.42,1.4,88.84,,,,,,
,,,42.57,17.3,10.72,19.6,170.6,86.25,7.33,37,519.5,1.4,88.84,,,,,,
,,,42.58,17.43,10.72,19.6,170.63,86.25,7.14,37,519.95,1.41,88.84,,,,,,
,,,42.6,16.25,10.76,19.67,170.65,86.26,7.48,37.01,519.46,1.41,88.85,,,,,,
,,,42.62,17.41,10.77,19.7,170.68,86.33,6.95,37.01,519.62,1.41,88.92,,,,,,
,,,42.63,16.98,10.77,19.7,170.7,86.36,7.48,37,519.57,1.41,88.95,,,,,,
,,,42.65,17.85,10.77,19.7,170.73,86.36,6.64,37,519.54,1.41,88.95,,,,,,
,,,42.67,17.78,10.77,19.7,170.75,86.36,6.37,36.98,519.38,1.41,88.95,,,,,,
,,,42.68,17.84,10.79,19.73,170.78,86.36,6.61,37,520.23,1.41,88.95,,,,,,
,,,42.7,17.52,10.82,19.8,170.8,86.39,6.68,37,520.3,1.41,88.98,,,,,,
,,,42.72,16.81,10.82,19.8,170.83,86.46,6.68,37,519.37,1.41,89.05,,,,,,
,,,42.73,18.3,10.82,19.8,170.85,86.46,7.04,37,519.77,1.41,89.05,,,,,,
,,,42.75,18.72,10.82,19.8,170.88,86.46,6.45,36.99,520.15,1.42,89.05,,,,,,
,,,42.77,17.17,10.82,19.8,170.9,86.47,7.82,36.99,520.25,1.42,89.06,,,,,,
,,,42.78,17.53,10.86,19.87,170.93,86.47,7.11,36.99,520.16,1.42,89.06,,,,,,
,,,42.8,18.56,10.87,19.9,170.95,86.53,7.06,36.99,519.52,1.42,89.13,,,,,,
,,,42.82,19.64,10.87,19.9,170.98,86.57,7.65,37,519.65,1.42,89.17,,,,,,
,,,42.83,18.32,10.87,19.9,171,86.57,7.16,37,519.86,1.42,89.17,,,,,,
,,,42.85,17.64,10.87,19.9,171.03,86.57,6.91,37,519.98,1.42,89.17,,,,,,
,,,42.87,19.21,10.88,19.92,171.05,86.57,7.04,37,520.14,1.42,89.17,,,,,,
,,,42.88,17.99,10.92,20,171.08,86.59,7,37,520.28,1.42,89.19,,,,,,
,,,42.9,18.19,10.92,20,171.1,86.67,6.92,37,520.31,1.42,89.27,,,,,,
,,,42.92,17.77,10.92,20,171.13,86.67,6.48,37,519.56,1.43,89.27,,,,,,
,,,42.93,18.58,10.92,20,171.15,86.68,7.19,37.01,519.95,1.43,89.28,,,,,,
,,,42.95,18.65,10.92,20,171.18,86.68,6.56,37.01,519.51,1.43,89.28,,,,,,
,,,42.97,19,10.96,20.07,171.2,86.68,7.47,37,520,1.43,89.28,,,,,,
,,,42.98,19.42,10.97,20.1,171.23,86.75,6.46,36.99,520.2,1.43,89.35,,,,,,
,,,43,18.28,10.97,20.1,171.25,86.78,7.63,36.99,519.36,1.43,89.38,,,,,,
,,,43.02,19.24,10.97,20.1,171.28,86.78,7.22,37,519.41,1.43,89.38,,,,,,
,,,43.03,18.9,10.97,20.1,171.3,86.78,6.51,37,519.97,1.43,89.38,,,,,,
,,,43.05,17.9,10.99,20.14,171.33,86.78,7.51,37.01,520.07,1.43,89.38,,,,,,
,,,43.07,18.64,11.02,20.2,171.35,86.82,7.54,37,519.94,1.44,89.42,,,,,,
,,,43.08,18.43,11.02,20.2,171.38,86.89,6.9,36.99,520.06,1.44,89.5,,,,,,
,,,43.1,18.88,11.02,20.2,171.4,86.89,7.26,37,519.87,1.44,89.5,,,,,,
,,,43.12,18.62,11.02,20.2,171.43,86.89,6.85,37,519.83,1.44,89.5,,,,,,
,,,43.13,18.75,11.03,20.21,171.45,86.89,6.9,37,519.85,1.44,89.5,,,,,,
,,,43.15,19.1,11.07,20.3,171.48,86.89,6.9,37,520.29,1.44,89.5,,,,,,
,,,43.17,17.54,11.07,20.3,171.5,86.99,6.99,37,519.36,1.44,89.6,,,,,,
,,,43.18,17.63,11.07,20.3,171.53,86.99,6.48,36.99,519.88,1.44,89.6,,,,,,
,,,43.2,18.5,11.07,20.3,171.55,86.99,6.74,37,520.15,1.44,89.6,,,,,,
,,,43.22,19.6,11.07,20.3,171.58,86.99,6.88,37.01,519.7,1.44,89.6,,,,,,
,,,43.23,19.87,11.11,20.38,171.6,86.99,6.22,37,520.19,1.45,89.6,,,,,,
,,,43.25,19.66,11.12,20.4,171.63,87.08,6.66,37,519.39,1.45,89.69,,,,,,
,,,43.27,19.46,11.12,20.4,171.65,87.1,7.07,37,519.58,1.45,89.71,,,,,,
,,,43.28,18.54,11.12,20.4,171.68,87.1,6.73,37,519.56,1.45,89.71,,,,,,
,,,43.3,18.75,11.12,20.4,171.7,87.1,6.47,37.02,520.24,1.45,89.71,,,,,,
,,,43.32,19.2,11.15,20.46,171.73,87.1,7.26,37.01,519.62,1.45,89.71,,,,,,
,,,43.33,19.05,11.17,20.5,171.75,87.16,7.04,37,519.52,1.45,89.77,,,,,,
,,,43.35,19.03,11.17,20.5,171.78,87.2,6.98,36.99,520.12,1.45,89.82,,,,,,
,,,43.37,18.21,11.17,20.5,171.8,87.2,7.07,36.99,519.91,1.45,89.82,,,,,,
,,,43.38,19.68,11.17,20.5,171.83,87.2,6.94,37,519.64,1.45,89.82,,,,,,
,,,43.4,20.29,11.19,20.53,171.85,87.2,6.95,37.01,519.69,1.46,89.82,,,,,,
,,,43.42,18.36,11.22,20.6,171.88,87.23,7.28,37,519.82,1.46,89.85,,,,,,
,,,43.43,17.95,11.22,20.6,171.9,87.31,6.7,37,520.28,1.46,89.93,,,,,,
,,,43.45,17.65,11.22,20.6,171.93,87.31,7.58,37,519.82,1.46,89.93,,,,,,
,,,43.47,18.36,11.22,20.6,171.95,87.31,7.57,37,519.96,1.46,89.93,,,,,,
,,,43.48,19.58,11.22,20.6,171.98,87.31,6.7,37.01,520.16,1.46,89.93,,,,,,
,,,43.5,18.67,11.26,20.68,172,87.31,7.27,37,519.61,1.46,89.93,,,,,,
,,,43.52,19.52,11.27,20.7,172.03,87.39,7.89,37,519.96,1.46,90.01,,,,,,
,,,43.53,18.66,11.27,20.7,172.05,87.41,7.51,37,519.66,1.46,90.03,,,,,,
,,,43.55,17.98,11.27,20.7,172.08,87.41,6.51,37.02,519.59,1.46,90.03,,,,,,
,,,43.57,16.7,11.27,20.7,172.1,87.41,7.72,37.02,519.35,1.47,90.03,,,,,,
,,,43.58,16.63,11.29,20.74,172.13,87.42,6.94,37.01,519.54,1.47,90.04,,,,,,
,,,43.6,17.05,11.32,20.8,172.15,87.45,6.97,37,520.22,1.47,90.07,,,,,,
,,,43.62,17.9,11.32,20.8,172.18,87.52,7.31,37,520.25,1.47,90.15,,,,,,
,,,43.63,16.1,11.32,20.8,172.2,87.52,6.54,36.99,520.29,1.47,90.15,,,,,,
,,,43.65,17.18,11.32,20.8,172.23,87.52,6.95,36.99,519.78,1.47,90.15,,,,,,
,,,43.67,18.75,11.32,20.8,172.25,87.52,6.38,36.99,520.28,1.47,90.15,,,,,,
,,,43.68,17.11,11.37,20.89,172.28,87.52,6.61,36.98,520.15,1.47,90.15,,,,,,
,,,43.7,17.73,11.37,20.9,172.3,87.61,7.27,36.99,519.69,1.47,90.24,,,,,,
,,,43.72,17.62,11.37,20.9,172.33,87.62,7.47,36.99,520.28,1.48,90.25,,,,,,
,,,43.73,18.9,11.37,20.9,172.35,87.63,6.9,37,519.67,1.48,90.26,,,,,,
,,,43.75,17.86,11.37,20.9,172.38,87.63,6.97,37,519.38,1.48,90.26,,,,,,
,,,43.77,18.6,11.39,20.94,172.4,87.63,6.99,37,519.67,1.48,90.26,,,,,,
,,,43.78,19,11.42,21,172.43,87.66,6.85,37,519.63,1.48,90.29,,,,,,
,,,43.8,18.14,11.42,21,172.45,87.73,6.56,37,520.2,1.48,90.36,,,,,,
,,,43.82,19.04,11.42,21,172.48,87.73,6.25,37,520.05,1.48,90.36,,,,,,
,,,43.83,19.48,11.42,21,172.5,87.73,6.46,37.01,519.6,1.48,90.36,,,,,,
,,,43.85,18.08,11.42,21,172.53,87.73,6.6,37.02,519.65,1.48,90.36,,,,,,
,,,43.87,17.73,11.46,21.08,172.55,87.73,6.79,37.01,519.48,1.48,90.36,,,,,,
,,,43.88,19.06,11.47,21.1,172.58,87.81,6.57,36.99,519.94,1.49,90.44,,,,,,
,,,43.9,19.59,11.47,21.1,172.6,87.84,7.62,37,520.07,1.49,90.48,,,,,,
,,,43.92,17.96,11.47,21.1,172.63,87.84,7.63,37.01,520.08,1.49,90.48,,,,,,
,,,43.93,17.33,11.47,21.1,172.65,87.84,6.86,37.01,519.82,1.49,90.48,,,,,,
,,,43.95,19.32,11.47,21.1,172.68,87.84,7.02,36.99,519.65,1.49,90.48,,,,,,
,,,43.97,19.05,11.52,21.2,172.7,87.84,6.4,36.98,519.63,1.49,90.48,,,,,,
,,,43.98,19.75,11.52,21.2,172.73,87.94,6.9,36.98,520.06,1.49,90.58,,,,,,
,,,44,17.3,11.52,21.2,172.75,87.94,7.47,37,519.36,1.49,90.58,,,,,,
,,,44.02,18.16,11.52,21.2,172.78,87.94,6.42,37.01,519.89,1.49,90.58,,,,,,
,,,44.03,17.78,11.52,21.2,172.8,87.94,7.12,37.01,520.17,1.49,90.58,,,,,,
,,,44.05,18.14,11.54,21.23,172.83,87.94,7.31,37.01,520.12,1.5,90.58,,,,,,
,,,44.07,18.99,11.57,21.3,172.85,87.98,6.75,37.01,519.52,1.5,90.62,,,,,,
,,,44.08,18.62,11.57,21.3,172.88,88.05,7.59,37,519.5,1.5,90.69,,,,,,
,,,44.1,18.71,11.57,21.3,172.9,88.05,6.66,36.99,519.57,1.5,90.69,,,,,,
,,,44.12,18.32,11.57,21.3,172.93,88.05,7.16,36.99,519.36,1.5,90.69,,,,,,
,,,44.13,18.92,11.57,21.3,172.95,88.05,6.55,36.98,519.93,1.5,90.69,,,,,,
,,,44.15,18.65,11.61,21.37,172.98,88.05,6.45,36.99,520.05,1.5,90.69,,,,,,
,,,44.17,20.25,11.62,21.4,173,88.12,6.56,37,519.72,1.5,90.76,,,,,,
,,,44.18,20.44,11.62,21.4,173.03,88.15,6.84,37,519.47,1.5,90.79,,,,,,
,,,44.2,19.35,11.62,21.4,173.05,88.15,7.27,37,520.06,1.51,90.79,,,,,,
,,,44.22,19.57,11.62,21.4,173.08,88.16,7.14,36.99,519.73,1.51,90.8,,,,,,
,,,44.23,19,11.62,21.4,173.1,88.16,7.04,37,519.99,1.51,90.8,,,,,,
,,,44.25,18.92,11.67,21.5,173.13,88.16,7.25,37,519.81,1.51,90.8,,,,,,
,,,44.27,19.23,11.67,21.5,173.15,88.25,6.35,37,519.82,1.51,90.9,,,,,,
,,,44.28,19.17,11.67,21.5,173.18,88.26,6.63,37,519.72,1.51,90.91,,,,,,
,,,44.3,20.07,11.67,21.5,173.2,88.26,6.92,37,520.11,1.51,90.91,,,,,,
,,,44.32,19.66,11.67,21.5,173.23,88.26,6.97,37.01,520.19,1.51,90.91,,,,,,
,,,44.33,20.61,11.69,21.53,173.25,88.26,7.22,37,519.85,1.51,90.91,,,,,,
,,,44.35,19.85,11.72,21.6,173.28,88.29,7.4,36.98,520.28,1.51,90.94,,,,,,
,,,44.37,19.59,11.72,21.6,173.3,88.36,5.85,36.99,519.38,1.52,91.01,,,,,,
,,,44.38,19.39,11.72,21.6,173.33,88.37,6.8,37,519.55,1.52,91.02,,,,,,
,,,44.4,19.79,11.72,21.6,173.35,88.37,6.64,37,519.6,1.52,91.02,,,,,,
,,,44.42,20.04,11.72,21.6,173.38,88.37,7.09,36.99,519.47,1.52,91.02,,,,,,
,,,44.43,20.27,11.76,21.67,173.4,88.37,6.94,37,519.41,1.52,91.02,,,,,,
,,,44.45,19.43,11.77,21.7,173.43,88.44,7.01,37,519.39,1.52,91.09,,,,,,
,,,44.47,19.54,11.77,21.7,173.45,88.47,6.89,37.01,519.72,1.52,91.12,,,,,,
,,,44.48,20.33,11.77,21.7,173.48,88.47,6.56,37,519.67,1.52,91.12,,,,,,
,,,44.5,20.75,11.77,21.7,173.5,88.47,6.61,36.99,519.32,1.52,91.12,,,,,,
,,,44.52,18.94,11.78,21.72,173.53,88.47,7.13,37.01,520.06,1.52,91.12,,,,,,
,,,44.53,17.94,11.82,21.8,173.55,88.5,6.66,37.01,519.92,1.53,91.16,,,,,,
,,,44.55,18,11.82,21.8,173.58,88.58,7.03,37,519.81,1.53,91.24,,,,,,
,,,44.57,18.72,11.82,21.8,173.6,88.58,6.28,37,519.75,1.53,91.24,,,,,,
,,,44.58,19.22,11.82,21.8,173.63,88.58,7.16,36.99,520.31,1.53,91.24,,,,,,
,,,44.6,19.24,11.82,21.8,173.65,88.58,7.24,36.99,519.88,1.53,91.24,,,,,,
,,,44.62,18.92,11.86,21.88,173.68,88.58,6.85,36.99,519.67,1.53,91.24,,,,,,
,,,44.63,19.77,11.87,21.9,173.7,88.66,7.16,37,519.9,1.53,91.32,,,,,,
,,,44.65,17.61,11.87,21.9,173.73,88.68,7.32,37.01,519.79,1.53,91.34,,,,,,
,,,44.67,18.94,11.87,21.9,173.75,88.68,6.96,37.01,520.06,1.53,91.34,,,,,,
,,,44.68,19.91,11.87,21.9,173.78,88.68,6.69,37.01,519.67,1.54,91.34,,,,,,
,,,44.7,19.52,11.88,21.92,173.8,88.69,6.92,37,519.47,1.54,91.35,,,,,,
,,,44.72,20.53,11.92,22,173.83,88.71,6.19,36.99,519.54,1.54,91.37,,,,,,
,,,44.73,20.43,11.92,22,173.85,88.79,6.48,37,519.89,1.54,91.45,,,,,,
,,,44.75,19.54,11.92,22,173.88,88.79,7.51,36.99,520.01,1.54,91.45,,,,,,
,,,44.77,20.77,11.92,22,173.9,88.79,7.54,36.99,519.58,1.54,91.45,,,,,,
,,,44.78,18.13,11.92,22,173.93,88.79,7.11,37,519.39,1.54,91.45,,,,,,
,,,44.8,19.65,11.96,22.08,173.95,88.79,7.16,37.01,520.26,1.54,91.45,,,,,,
,,,44.82,20.04,11.97,22.1,173.98,88.87,7,37.01,519.56,1.54,91.54,,,,,,
,,,44.83,19.04,11.97,22.1,174,88.89,6.92,37,519.96,1.54,91.56,,,,,,
,,,44.85,21.73,11.97,22.1,174.03,88.89,6.98,36.99,520.16,1.55,91.56,,,,,,
,,,44.87,21.91,11.97,22.1,174.05,88.9,6.69,37,520.03,1.55,91.57,,,,,,
,,,44.88,20.85,12,22.15,174.08,88.9,6.15,37.01,520,1.55,91.57,,,,,,
,,,44.9,19.07,12.02,22.2,174.1,88.94,7.42,37.01,520.03,1.55,91.61,,,,,,
,,,44.92,21.26,12.02,22.2,174.13,89,6.9,37.02,519.36,1.55,91.67,,,,,,
,,,44.93,19.1,12.02,22.2,174.15,89,7.1,37.01,519.36,1.55,91.67,,,,,,
,,,44.95,20.33,12.02,22.2,174.18,89,7.21,37,520.21,1.55,91.67,,,,,,
,,,44.97,19.8,12.03,22.21,174.2,89,6.81,36.99,519.74,1.55,91.67,,,,,,
,,,44.98,22.26,12.07,22.3,174.23,89.01,7.11,36.99,520.04,1.55,91.68,,,,,,
,,,45,22.47,12.07,22.3,174.25,89.1,7.09,36.99,519.69,1.55,91.77,,,,,,
,,,45.02,20.83,12.07,22.3,174.28,89.1,7.47,36.99,519.7,1.56,91.77,,,,,,
,,,45.03,19.1,12.07,22.3,174.3,89.11,6.57,37,519.54,1.56,91.78,,,,,,
,,,45.05,19.03,12.07,22.3,174.33,89.11,7.36,37,519.59,1.56,91.78,,,,,,
,,,45.07,20.61,12.12,22.4,174.35,89.11,6.94,37,519.84,1.56,91.78,,,,,,
,,,45.08,20.48,12.12,22.4,174.38,89.21,7,37,519.9,1.56,91.89,,,,,,
,,,45.1,20.55,12.12,22.4,174.4,89.21,6.78,37.01,520.09,1.56,91.89,,,,,,
,,,45.12,20.37,12.12,22.4,174.43,89.21,7.15,37.02,519.52,1.56,91.89,,,,,,
,,,45.13,19.88,12.12,22.4,174.45,89.21,6.34,37.02,519.38,1.56,91.89,,,,,,
,,,45.15,19.44,12.17,22.5,174.48,89.21,7.13,37.01,519.49,1.56,91.89,,,,,,
,,,45.17,21.67,12.17,22.5,174.5,89.31,6.79,37,520.05,1.56,91.99,,,,,,
,,,45.18,21.36,12.17,22.5,174.53,89.31,7.57,37,519.66,1.56,91.99,,,,,,
,,,45.2,21.41,12.17,22.5,174.55,89.31,7.36,37,519.65,1.57,91.99,,,,,,
,,,45.22,19.63,12.17,22.5,174.58,89.32,6.98,37.01,519.71,1.57,92,,,,,,
